run_id,name,start_date,end_date,num_periods,gross_return,gross_cagr,net_return,net_cagr,benchmark_return,benchmark_cagr,alpha_return,alpha_cagr,net_alpha_return,net_alpha_cagr,fees_applied,fees_annual_bps
mf-10y-semiannual-top15-net1%,mf-10y-semiannual-top15-net1%,2014-01-01,2024-01-01,20,4.925563007041238,0.19462237267401483,4.358677855601152,0.1826761489472748,2.83288621918449,0.14372242445637307,2.0926767878567483,0.050899948217641766,1.525791636416662,0.03895372449090173,True,100.0
